participant;item;rt;region;type2;add;final_rt
32;5;758;de1;subject relative;286.936600299827;1044.93660029983
32;6;1072;de1;object relative;284.718628314897;1356.7186283149
32;7;820;de1;subject relative;277.207745436059;1097.20774543606
32;8;1028;de1;object relative;286.175808606174;1314.17580860617
32;9;640;de1;subject relative;280.649013984784;920.649013984784
32;10;1276;de1;object relative;281.621321935091;1557.62132193509
32;11;731;de1;subject relative;271.54980894107;1002.54980894107
32;13;497;de1;subject relative;281.99614480209;778.99614480209
32;14;691;de1;object relative;283.472835021017;974.472835021017
32;15;676;de1;subject relative;272.268028287447;948.268028287447
32;16;787;de1;object relative;278.069391493835;1065.06939149384
33;1;627;de1;object relative;271.829956401747;898.829956401747
33;2;556;de1;subject relative;271.36724140487;827.36724140487
33;3;788;de1;object relative;277.759149493318;1065.75914949332
33;4;556;de1;subject relative;278.861467966975;834.861467966975
33;5;620;de1;object relative;270.711123192063;890.711123192063
33;6;514;de1;subject relative;280.985444184254;794.985444184254
33;7;596;de1;object relative;285.345769261682;881.345769261682
33;8;531;de1;subject relative;279.718244693066;810.718244693066
33;9;832;de1;object relative;282.072784438191;1114.07278443819
33;10;1013;de1;subject relative;283.860396651431;1296.86039665143
33;11;618;de1;object relative;271.91213957644;889.91213957644
33;13;568;de1;object relative;284.374281254854;852.374281254854
33;14;595;de1;subject relative;284.262392987579;879.262392987579
33;15;763;de1;object relative;278.594322782309;1041.59432278231
33;16;723;de1;subject relative;287.320882538904;1010.3208825389
34;1;1171;de1;subject relative;280.752742110874;1451.75274211087
34;2;1093;de1;object relative;279.176557113155;1372.17655711315
34;3;1848;de1;subject relative;276.190644695158;2124.19064469516
34;4;853;de1;object relative;278.447214623629;1131.44721462363
34;5;2278;de1;subject relative;280.351996234083;2558.35199623408
34;6;922;de1;object relative;282.293573170834;1204.29357317083
34;7;524;de1;subject relative;280.563253756966;804.563253756966
34;8;924;de1;object relative;279.959431820869;1203.95943182087
34;9;1082;de1;subject relative;282.996424757885;1364.99642475789
34;10;1744;de1;object relative;285.702652706303;2029.7026527063
34;11;1808;de1;subject relative;274.968830742415;2082.96883074241
34;13;697;de1;subject relative;283.901879927274;980.901879927274
34;14;1212;de1;object relative;281.573640522516;1493.57364052252
34;15;1924;de1;subject relative;274.320956172171;2198.32095617217
34;16;561;de1;object relative;281.225331526547;842.225331526547
35;1;1550;de1;object relative;279.989511561591;1829.98951156159
35;2;908;de1;subject relative;279.332865475944;1187.33286547594
35;3;1453;de1;object relative;273.711542503544;1726.71154250354
35;4;956;de1;subject relative;274.793313593209;1230.79331359321
35;5;925;de1;object relative;284.534111474872;1209.53411147487
35;6;756;de1;subject relative;291.466456030778;1047.46645603078
35;7;900;de1;object relative;281.019251384086;1181.01925138409
35;8;788;de1;subject relative;283.462179798916;1071.46217979892
35;9;1100;de1;object relative;272.264324166318;1372.26432416632
35;10;925;de1;subject relative;290.312129070251;1215.31212907025
35;11;788;de1;object relative;286.669546283729;1074.66954628373
35;13;860;de1;object relative;283.965124377028;1143.96512437703
35;14;1036;de1;subject relative;281.284046341662;1317.28404634166
35;15;763;de1;object relative;280.331165210212;1043.33116521021
35;16;708;de1;subject relative;275.483163094831;983.483163094831
36;1;667;de1;subject relative;276.764204346847;943.764204346847
36;2;1351;de1;object relative;275.545329751052;1626.54532975105
36;3;745;de1;subject relative;283.727771492408;1028.72777149241
36;4;470;de1;object relative;275.558931092636;745.558931092636
36;5;1343;de1;subject relative;290.144879821932;1633.14487982193
36;6;512;de1;object relative;276.641001837771;788.641001837771
36;7;558;de1;subject relative;282.882810185675;840.882810185675
36;8;672;de1;object relative;288.835471912424;960.835471912424
36;9;765;de1;subject relative;281.197994386186;1046.19799438619
36;10;531;de1;object relative;275.153343701825;806.153343701825
36;11;920;de1;subject relative;279.34931755205;1199.34931755205
36;13;1081;de1;subject relative;272.749309906872;1353.74930990687
36;14;715;de1;object relative;276.067569972931;991.067569972931
36;15;645;de1;subject relative;279.360299393975;924.360299393975
36;16;816;de1;object relative;281.985478961845;1097.98547896185
37;1;1301;de1;object relative;286.196102042256;1587.19610204226
37;2;1646;de1;subject relative;274.911073372812;1920.91107337281
37;3;1485;de1;object relative;278.475973472905;1763.47597347291
37;4;1188;de1;subject relative;282.015317510466;1470.01531751047
37;5;1381;de1;object relative;281.054826113866;1662.05482611387
37;6;1477;de1;subject relative;272.684973915877;1749.68497391588
37;7;1541;de1;object relative;285.939509569548;1826.93950956955
37;8;1622;de1;subject relative;284.001452412862;1906.00145241286
37;9;1181;de1;object relative;281.235429978164;1462.23542997816
37;10;1333;de1;subject relative;277.637688773107;1610.63768877311
37;11;1318;de1;object relative;285.333668851018;1603.33366885102
37;13;996;de1;object relative;276.801635360786;1272.80163536079
37;14;2368;de1;subject relative;273.290110415335;2641.29011041534
37;15;1044;de1;object relative;274.718848516669;1318.71884851667
37;16;1445;de1;subject relative;278.046493917657;1723.04649391766
38;1;532;de1;object relative;285.397452097504;817.397452097504
38;2;588;de1;subject relative;280.067411021736;868.067411021736
38;3;612;de1;object relative;279.71430771165;891.71430771165
38;4;636;de1;subject relative;288.445073387657;924.445073387657
38;5;508;de1;object relative;277.250591581708;785.250591581708
38;6;499;de1;subject relative;274.672145695557;773.672145695557
38;7;804;de1;object relative;278.388018912367;1082.38801891237
38;8;1012;de1;subject relative;275.497327302456;1287.49732730246
38;9;843;de1;object relative;276.960471021534;1119.96047102153
38;10;1476;de1;subject relative;282.956335646374;1758.95633564637
38;11;828;de1;object relative;273.302194361014;1101.30219436101
38;13;596;de1;object relative;281.399192198081;877.399192198081
38;14;1028;de1;subject relative;287.868517731393;1315.86851773139
38;15;820;de1;object relative;276.980571934672;1096.98057193467
38;16;619;de1;subject relative;284.485538849158;903.485538849158
39;1;1780;de1;object relative;278.130519637827;2058.13051963783
39;2;2380;de1;subject relative;278.027634897958;2658.02763489796
39;3;980;de1;object relative;281.622969978857;1261.62296997886
39;4;868;de1;subject relative;272.600830697517;1140.60083069752
39;5;1028;de1;object relative;277.112000101135;1305.11200010113
39;6;1788;de1;subject relative;283.205213351389;2071.20521335139
39;7;761;de1;object relative;280.354647639884;1041.35464763988
39;8;444;de1;subject relative;279.726548251598;723.726548251598
39;9;4034;de1;object relative;287.599590765839;4321.59959076584
39;10;1468;de1;subject relative;277.664472497111;1745.66447249711
39;11;3140;de1;object relative;278.798997235874;3418.79899723587
39;13;658;de1;object relative;274.800864047948;932.800864047948
39;14;524;de1;subject relative;285.236274405535;809.236274405535
39;15;628;de1;object relative;277.27989182172;905.27989182172
39;16;964;de1;subject relative;274.456915645531;1238.45691564553
40;1;1202;de1;subject relative;284.494814698482;1486.49481469848
40;2;812;de1;object relative;289.455387169252;1101.45538716925
40;3;1004;de1;subject relative;276.561886172215;1280.56188617222
40;4;1252;de1;object relative;284.489572108457;1536.48957210846
40;5;684;de1;subject relative;282.126549438073;966.126549438073
40;6;652;de1;object relative;282.358269530791;934.358269530791
40;7;652;de1;subject relative;282.496330041186;934.496330041186
40;8;828;de1;object relative;276.628377890517;1104.62837789052
40;9;1028;de1;subject relative;283.952839190952;1311.95283919095
40;10;748;de1;object relative;278.683706769253;1026.68370676925
40;11;699;de1;subject relative;281.718383973424;980.718383973424
40;13;538;de1;subject relative;279.007524561685;817.007524561685
40;14;626;de1;object relative;284.770270150832;910.770270150832
40;15;1172;de1;subject relative;277.253669404504;1449.2536694045
40;16;660;de1;object relative;276.546347296481;936.546347296481
1;1;952;de1;subject relative;282.250177202597;1234.2501772026
1;2;243;de1;object relative;276.125301274468;519.125301274468
1;3;982;de1;subject relative;273.104768968504;1255.1047689685
1;4;552;de1;object relative;274.482409858939;826.482409858939
1;5;1119;de1;subject relative;283.637484710488;1402.63748471049
1;6;846;de1;object relative;279.340298841894;1125.34029884189
1;7;777;de1;subject relative;276.53134047458;1053.53134047458
1;8;705;de1;object relative;277.340485626845;982.340485626845
1;9;913;de1;subject relative;269.934022118611;1182.93402211861
1;10;416;de1;object relative;285.949012138353;701.949012138353
1;11;1284;de1;subject relative;279.560366876783;1563.56036687678
1;13;1459;de1;subject relative;277.469297667955;1736.46929766796
1;14;651;de1;object relative;273.964214470853;924.964214470853
1;15;928;de1;subject relative;281.237114581996;1209.237114582
1;16;262;de1;object relative;270.532938560602;532.532938560602
2;1;609;de1;object relative;282.383712794063;891.383712794063
2;2;1053;de1;subject relative;276.028264728464;1329.02826472846
2;3;439;de1;object relative;286.535025800459;725.535025800459
2;4;2988;de1;subject relative;285.559095554913;3273.55909555491
2;5;266;de1;object relative;283.94481314143;549.94481314143
2;6;1006;de1;subject relative;279.43300381562;1285.43300381562
2;7;713;de1;object relative;280.676615709872;993.676615709872
2;8;1073;de1;subject relative;279.297792455824;1352.29779245582
2;9;257;de1;object relative;284.760830786747;541.760830786747
2;10;1385;de1;subject relative;272.256998573529;1657.25699857353
2;11;316;de1;object relative;272.456288167016;588.456288167016
2;13;565;de1;object relative;278.725592407546;843.725592407546
2;14;891;de1;subject relative;288.173790059722;1179.17379005972
2;15;418;de1;object relative;279.819344190246;697.819344190246
2;16;923;de1;subject relative;279.728167420136;1202.72816742014
3;1;972;de1;subject relative;276.938284618273;1248.93828461827
3;2;183;de1;object relative;284.84169319676;467.84169319676
3;3;832;de1;subject relative;281.335135661032;1113.33513566103
3;4;139;de1;object relative;278.723883471442;417.723883471442
3;5;3165;de1;subject relative;277.800227642647;3442.80022764265
3;6;472;de1;object relative;277.731427699288;749.731427699288
3;7;917;de1;subject relative;280.125000309529;1197.12500030953
3;8;826;de1;object relative;265.955762379439;1091.95576237944
3;9;1128;de1;subject relative;270.645060803121;1398.64506080312
3;10;693;de1;object relative;275.668718499817;968.668718499817
3;11;927;de1;subject relative;286.085078282207;1213.08507828221
3;13;956;de1;subject relative;276.786492903836;1232.78649290384
3;14;630;de1;object relative;277.157663837525;907.157663837525
3;15;859;de1;subject relative;277.400548754678;1136.40054875468
3;16;889;de1;object relative;283.104333234611;1172.10433323461
4;1;714;de1;object relative;280.525778573178;994.525778573178
4;2;1657;de1;subject relative;270.624670614499;1927.6246706145
4;3;471;de1;object relative;286.121410921204;757.121410921204
4;4;916;de1;subject relative;276.86520024333;1192.86520024333
4;5;968;de1;object relative;274.007718305755;1242.00771830575
4;6;1057;de1;subject relative;280.241357626184;1337.24135762618
4;7;519;de1;object relative;272.629459049122;791.629459049122
4;8;1222;de1;subject relative;272.494239020464;1494.49423902046
4;9;913;de1;object relative;277.436363037694;1190.43636303769
4;10;1939;de1;subject relative;277.943200905313;2216.94320090531
4;11;1771;de1;object relative;279.030708116448;2050.03070811645
4;13;916;de1;object relative;289.416414010307;1205.41641401031
4;14;786;de1;subject relative;279.964659200276;1065.96465920028
4;15;893;de1;object relative;276.832294449523;1169.83229444952
4;16;2031;de1;subject relative;275.016970998809;2306.01697099881
5;1;1478;de1;subject relative;280.555986453562;1758.55598645356
5;2;719;de1;object relative;276.626274659826;995.626274659826
5;3;1689;de1;subject relative;280.00046239439;1969.00046239439
5;4;534;de1;object relative;286.773318761157;820.773318761157
5;5;1253;de1;subject relative;281.08339484927;1534.08339484927
5;6;481;de1;object relative;281.08932247387;762.08932247387
5;7;820;de1;subject relative;278.34830044096;1098.34830044096
5;8;674;de1;object relative;279.214711091886;953.214711091886
5;9;1224;de1;subject relative;282.80671491365;1506.80671491365
5;10;530;de1;object relative;273.136701670228;803.136701670228
5;11;1116;de1;subject relative;283.007000196981;1399.00700019698
5;13;1445;de1;subject relative;273.814060410516;1718.81406041052
5;14;394;de1;object relative;287.907349101539;681.907349101539
5;15;1065;de1;subject relative;282.345360613727;1347.34536061373
5;16;522;de1;object relative;279.567489193311;801.567489193311
6;1;1283;de1;object relative;279.925409101016;1562.92540910102
6;2;1777;de1;subject relative;276.759993780786;2053.75999378079
6;3;686;de1;object relative;287.003521653407;973.003521653407
6;4;1701;de1;subject relative;282.268014347376;1983.26801434738
6;5;631;de1;object relative;274.183346503823;905.183346503823
6;6;1017;de1;subject relative;276.795760223474;1293.79576022347
6;7;1491;de1;object relative;277.786934253129;1768.78693425313
6;8;1179;de1;subject relative;287.789981138509;1466.78998113851
6;9;1511;de1;object relative;275.177788645312;1786.17778864531
6;10;1029;de1;subject relative;277.621557329378;1306.62155732938
6;11;1053;de1;object relative;280.954356558349;1333.95435655835
6;13;530;de1;object relative;288.836337463997;818.836337463997
6;14;1275;de1;subject relative;282.795342979595;1557.79534297959
6;15;1019;de1;object relative;276.48374693777;1295.48374693777
6;16;1528;de1;subject relative;269.525334334702;1797.5253343347
7;1;1307;de1;subject relative;279.817604302909;1586.81760430291
7;2;904;de1;object relative;284.526035188371;1188.52603518837
7;3;1201;de1;subject relative;276.459635928515;1477.45963592852
7;4;334;de1;object relative;275.923732984177;609.923732984177
7;5;793;de1;subject relative;281.407612330389;1074.40761233039
7;6;2285;de1;object relative;271.933574420554;2556.93357442055
7;7;829;de1;subject relative;285.449846104663;1114.44984610466
7;8;1742;de1;object relative;281.287963015404;2023.2879630154
7;9;1460;de1;subject relative;276.194966282014;1736.19496628201
7;10;1156;de1;object relative;273.822675742453;1429.82267574245
7;11;1137;de1;subject relative;282.14077322672;1419.14077322672
7;13;1101;de1;subject relative;281.083410493957;1382.08341049396
7;14;377;de1;object relative;284.630644229218;661.630644229218
7;15;1194;de1;subject relative;275.3252495312;1469.3252495312
7;16;700;de1;object relative;279.055115896559;979.055115896559
8;1;512;de1;object relative;276.584394614345;788.584394614345
8;2;1198;de1;subject relative;276.772596674147;1474.77259667415
8;3;477;de1;object relative;289.75262777853;766.75262777853
8;4;1477;de1;subject relative;279.667626386;1756.667626386
8;5;666;de1;object relative;277.354352249852;943.354352249852
8;6;1149;de1;subject relative;281.311184144267;1430.31118414427
8;7;209;de1;object relative;278.634520275994;487.634520275994
8;8;1186;de1;subject relative;274.327879527075;1460.32787952708
8;9;1853;de1;object relative;275.421740021029;2128.42174002103
8;10;1090;de1;subject relative;279.112827537597;1369.1128275376
8;11;1149;de1;object relative;282.3218073572;1431.3218073572
8;13;681;de1;object relative;284.408381159339;965.408381159339
8;14;1053;de1;subject relative;274.332182685843;1327.33218268584
8;15;342;de1;object relative;279.760641727104;621.760641727104
8;16;1762;de1;subject relative;276.238173612548;2038.23817361255
9;1;1408;de1;subject relative;274.377390874194;1682.37739087419
9;2;1214;de1;object relative;280.205559710078;1494.20555971008
9;3;1281;de1;subject relative;274.301287235347;1555.30128723535
9;4;597;de1;object relative;277.680801689973;874.680801689973
9;5;1147;de1;subject relative;292.586961001085;1439.58696100109
9;6;398;de1;object relative;271.283795435447;669.283795435447
9;7;900;de1;subject relative;283.260007106519;1183.26000710652
9;8;350;de1;object relative;285.785936786311;635.785936786311
9;9;1362;de1;subject relative;285.229040607176;1647.22904060718
9;10;1403;de1;object relative;279.282532761921;1682.28253276192
9;11;1342;de1;subject relative;285.404569910238;1627.40456991024
9;13;950;de1;subject relative;270.281619453717;1220.28161945372
9;14;480;de1;object relative;289.35731309753;769.35731309753
9;15;1130;de1;subject relative;273.752125356263;1403.75212535626
9;16;918;de1;object relative;286.818512139266;1204.81851213927
11;1;1609;de1;subject relative;278.585949265347;1887.58594926535
11;2;686;de1;object relative;272.023954685388;958.023954685388
11;3;1399;de1;subject relative;271.319262275795;1670.3192622758
11;4;387;de1;object relative;270.972514386033;657.972514386033
11;5;2263;de1;subject relative;275.748958673269;2538.74895867327
11;6;1050;de1;object relative;279.994179196117;1329.99417919612
11;7;982;de1;subject relative;282.018588659598;1264.0185886596
11;8;974;de1;object relative;278.191279600031;1252.19127960003
11;9;1160;de1;subject relative;283.358843363133;1443.35884336313
11;10;1212;de1;object relative;282.387760283201;1494.3877602832
11;11;1340;de1;subject relative;282.126225536488;1622.12622553649
11;13;1476;de1;subject relative;286.388593451983;1762.38859345198
11;14;551;de1;object relative;275.571155607323;826.571155607323
11;15;2600;de1;subject relative;273.586130238558;2873.58613023856
11;16;694;de1;object relative;282.288524313772;976.288524313772
12;1;1184;de1;object relative;286.614539262293;1470.61453926229
12;2;1782;de1;subject relative;270.106301897872;2052.10630189787
12;3;4314;de1;object relative;276.256158101973;4590.25615810197
12;4;1785;de1;subject relative;273.264355071333;2058.26435507133
12;5;2434;de1;object relative;285.307137568142;2719.30713756814
12;6;1836;de1;subject relative;278.357296069398;2114.3572960694
12;7;1692;de1;object relative;282.411996684095;1974.41199668409
12;8;2084;de1;subject relative;280.154222795206;2364.15422279521
12;9;972;de1;object relative;276.473218678819;1248.47321867882
12;10;4106;de1;subject relative;277.725808837411;4383.72580883741
12;11;1171;de1;object relative;287.575770830758;1458.57577083076
12;13;1148;de1;object relative;275.393598691024;1423.39359869102
12;14;1895;de1;subject relative;269.361192087129;2164.36119208713
12;15;1241;de1;object relative;271.613467168944;1512.61346716894
12;16;2060;de1;subject relative;279.381038527193;2339.38103852719
14;1;1598;de1;object relative;297.052920508281;1895.05292050828
14;2;1421;de1;subject relative;278.882926918723;1699.88292691872
14;3;819;de1;object relative;285.211966633653;1104.21196663365
14;4;1815;de1;subject relative;279.870216495598;2094.8702164956
14;5;863;de1;object relative;286.353647555626;1149.35364755563
14;6;1785;de1;subject relative;277.113809037908;2062.11380903791
14;7;1027;de1;object relative;276.388294160051;1303.38829416005
14;8;1356;de1;subject relative;279.715805873279;1635.71580587328
14;9;1149;de1;object relative;278.236268118958;1427.23626811896
14;10;1149;de1;subject relative;273.605193710388;1422.60519371039
14;11;1268;de1;object relative;275.268596869836;1543.26859686984
14;13;652;de1;object relative;287.965495256387;939.965495256387
14;14;2024;de1;subject relative;271.836996819255;2295.83699681926
14;15;845;de1;object relative;271.869928447788;1116.86992844779
14;16;1273;de1;subject relative;275.808010749174;1548.80801074917
15;1;1168;de1;subject relative;285.736193172254;1453.73619317225
15;2;557;de1;object relative;287.798031935278;844.798031935278
15;3;1233;de1;subject relative;281.975821710704;1514.9758217107
15;4;950;de1;object relative;275.53820661867;1225.53820661867
15;5;1175;de1;subject relative;284.319521757061;1459.31952175706
15;6;835;de1;object relative;279.449125877957;1114.44912587796
15;7;854;de1;subject relative;283.934321176143;1137.93432117614
15;8;539;de1;object relative;286.44986310563;825.44986310563
15;9;2115;de1;subject relative;286.861158860128;2401.86115886013
15;10;1141;de1;object relative;278.107412036004;1419.107412036
15;11;957;de1;subject relative;278.843559713514;1235.84355971351
15;13;847;de1;subject relative;278.202354497871;1125.20235449787
15;14;319;de1;object relative;281.596481095256;600.596481095256
15;15;1266;de1;subject relative;279.377713239237;1545.37771323924
15;16;259;de1;object relative;286.477654269894;545.477654269894
16;1;346;de1;object relative;285.861754980432;631.861754980432
16;2;1185;de1;subject relative;284.30597352335;1469.30597352335
16;3;446;de1;object relative;282.805737601505;728.805737601505
16;4;1024;de1;subject relative;281.120216551479;1305.12021655148
16;5;499;de1;object relative;279.484450774214;778.484450774214
16;6;880;de1;subject relative;283.720625728329;1163.72062572833
16;7;354;de1;object relative;279.670281834485;633.670281834485
16;8;1238;de1;subject relative;278.224280696554;1516.22428069655
16;9;605;de1;object relative;286.015158948265;891.015158948265
16;10;1201;de1;subject relative;274.727383833443;1475.72738383344
16;11;953;de1;object relative;277.865453923479;1230.86545392348
16;13;372;de1;object relative;285.435882391963;657.435882391963
16;14;931;de1;subject relative;282.827834131721;1213.82783413172
16;15;561;de1;object relative;276.835091101388;837.835091101388
16;16;1157;de1;subject relative;271.481137822565;1428.48113782256
17;1;1059;de1;subject relative;283.878634324324;1342.87863432432
17;2;642;de1;object relative;279.143049779241;921.143049779241
17;3;1233;de1;subject relative;280.39160983608;1513.39160983608
17;4;481;de1;object relative;277.912210241573;758.912210241573
17;5;1700;de1;subject relative;277.459957938404;1977.4599579384
17;6;865;de1;object relative;279.350179134043;1144.35017913404
17;7;1429;de1;subject relative;277.082801992108;1706.08280199211
17;8;965;de1;object relative;283.15406927451;1248.15406927451
17;9;1296;de1;subject relative;278.19236350959;1574.19236350959
17;10;1984;de1;object relative;285.558906948697;2269.5589069487
17;11;1155;de1;subject relative;275.827548163251;1430.82754816325
17;13;1276;de1;subject relative;280.213333733756;1556.21333373376
17;14;375;de1;object relative;277.998847064449;652.998847064449
17;15;1234;de1;subject relative;280.82413508339;1514.82413508339
17;16;1231;de1;object relative;278.366172397506;1509.36617239751
18;1;756;de1;object relative;279.166551530511;1035.16655153051
18;2;1063;de1;subject relative;280.930003117963;1343.93000311796
18;3;957;de1;object relative;284.131382578425;1241.13138257843
18;4;921;de1;subject relative;280.070223256804;1201.0702232568
18;5;1553;de1;object relative;282.070700527822;1835.07070052782
18;6;1003;de1;subject relative;282.06090105937;1285.06090105937
18;7;390;de1;object relative;281.39435037235;671.39435037235
18;8;1400;de1;subject relative;272.019881143;1672.019881143
18;9;996;de1;object relative;283.057092026575;1279.05709202657
18;10;1446;de1;subject relative;277.541130527404;1723.5411305274
18;11;1399;de1;object relative;288.630744794721;1687.63074479472
18;13;511;de1;object relative;286.972818214769;797.972818214769
18;14;1296;de1;subject relative;281.939254530426;1577.93925453043
18;15;685;de1;object relative;274.221709659233;959.221709659233
18;16;943;de1;subject relative;278.723787733733;1221.72378773373
19;1;655;de1;subject relative;277.679671858251;932.67967185825
19;2;260;de1;object relative;278.665403159575;538.665403159575
19;3;842;de1;subject relative;287.472459983281;1129.47245998328
19;4;65;de1;object relative;278.870387458206;343.870387458206
19;5;822;de1;subject relative;287.050434133144;1109.05043413314
19;6;145;de1;object relative;275.252347058484;420.252347058484
19;7;842;de1;subject relative;269.204455462076;1111.20445546208
19;8;278;de1;object relative;280.741446932592;558.741446932592
19;9;994;de1;subject relative;279.018272272136;1273.01827227214
19;10;102;de1;object relative;280.271749374814;382.271749374814
19;11;621;de1;subject relative;278.131361185473;899.131361185473
19;13;672;de1;subject relative;295.203633335579;967.203633335579
19;14;171;de1;object relative;277.159155148644;448.159155148644
19;15;718;de1;subject relative;287.637661853167;1005.63766185317
19;16;199;de1;object relative;280.455122346312;479.455122346312
20;1;861;de1;object relative;288.385094915842;1149.38509491584
20;2;684;de1;subject relative;283.693016461349;967.693016461349
20;3;665;de1;object relative;271.649691400527;936.649691400527
20;4;874;de1;subject relative;292.089986632434;1166.08998663243
20;5;557;de1;object relative;274.108624664745;831.108624664745
20;6;1006;de1;subject relative;274.355558992259;1280.35555899226
20;7;432;de1;object relative;274.113587127932;706.113587127932
20;8;2107;de1;subject relative;279.678066833143;2386.67806683314
20;9;196;de1;object relative;282.164534708856;478.164534708856
20;10;1258;de1;subject relative;286.227396321053;1544.22739632105
20;11;238;de1;object relative;279.605434151824;517.605434151824
20;13;688;de1;object relative;281.728426043462;969.728426043462
20;14;765;de1;subject relative;296.581342882475;1061.58134288247
20;15;292;de1;object relative;279.491348664157;571.491348664157
20;16;1103;de1;subject relative;278.434699713463;1381.43469971346
21;1;1010;de1;subject relative;275.166699824526;1285.16669982453
21;2;733;de1;object relative;282.383941321027;1015.38394132103
21;3;1114;de1;subject relative;279.908837325551;1393.90883732555
21;4;172;de1;object relative;289.383258089487;461.383258089487
21;5;1413;de1;subject relative;276.395254777458;1689.39525477746
21;6;650;de1;object relative;278.722786554996;928.722786554996
21;7;1139;de1;subject relative;272.304419570167;1411.30441957017
21;8;843;de1;object relative;277.313773532125;1120.31377353212
21;9;1348;de1;subject relative;280.818721716915;1628.81872171691
21;10;1547;de1;object relative;282.652609091154;1829.65260909115
21;11;965;de1;subject relative;278.467206549206;1243.46720654921
21;13;933;de1;subject relative;280.177538553306;1213.17753855331
21;14;185;de1;object relative;284.394916621899;469.394916621899
21;15;928;de1;subject relative;271.031322649056;1199.03132264906
21;16;1108;de1;object relative;277.873622745265;1385.87362274526
22;1;2801;de1;object relative;276.067532011924;3077.06753201192
22;2;1461;de1;subject relative;279.647425085386;1740.64742508539
22;3;1193;de1;object relative;280.747303266461;1473.74730326646
22;4;974;de1;subject relative;289.484645220239;1263.48464522024
22;5;2601;de1;object relative;281.952525201263;2882.95252520126
22;6;1115;de1;subject relative;287.542356238074;1402.54235623807
22;7;955;de1;object relative;277.451280314519;1232.45128031452
22;8;1171;de1;subject relative;283.255203056599;1454.2552030566
22;9;2912;de1;object relative;283.029126064959;3195.02912606496
22;10;935;de1;subject relative;278.419484073079;1213.41948407308
22;11;771;de1;object relative;278.35991050038;1049.35991050038
22;13;852;de1;object relative;283.461548871069;1135.46154887107
22;14;1378;de1;subject relative;281.199353109157;1659.19935310916
22;15;866;de1;object relative;281.026934695264;1147.02693469526
22;16;1807;de1;subject relative;279.442791872439;2086.44279187244
23;1;1757;de1;subject relative;276.870701644378;2033.87070164438
23;2;899;de1;object relative;277.797867305924;1176.79786730592
23;3;1184;de1;subject relative;282.378299266181;1466.37829926618
23;4;440;de1;object relative;283.299007711987;723.299007711987
23;5;1277;de1;subject relative;274.311215219569;1551.31121521957
23;6;525;de1;object relative;277.415241115325;802.415241115325
23;7;1301;de1;subject relative;283.680671544038;1584.68067154404
23;8;1566;de1;object relative;293.573230214109;1859.57323021411
23;9;1857;de1;subject relative;285.359327095913;2142.35932709591
23;10;3347;de1;object relative;279.598381487329;3626.59838148733
23;11;1381;de1;subject relative;271.053550210015;1652.05355021002
23;13;1731;de1;subject relative;293.269662426428;2024.26966242643
23;14;600;de1;object relative;284.268551197964;884.268551197964
23;15;1266;de1;subject relative;280.912525538361;1546.91252553836
23;16;925;de1;object relative;278.174069937427;1203.17406993743
24;1;1525;de1;object relative;284.487532402065;1809.48753240207
24;2;1379;de1;subject relative;272.617881676893;1651.61788167689
24;3;718;de1;object relative;274.846899424684;992.846899424684
24;4;1604;de1;subject relative;278.71857235339;1882.71857235339
24;5;1241;de1;object relative;277.344135252192;1518.34413525219
24;6;2105;de1;subject relative;282.576643045976;2387.57664304598
24;7;556;de1;object relative;280.836372748501;836.836372748501
24;8;2134;de1;subject relative;276.388486014278;2410.38848601428
24;9;998;de1;object relative;283.197961848462;1281.19796184846
24;10;1616;de1;subject relative;282.313643286365;1898.31364328637
24;11;1152;de1;object relative;295.063852966047;1447.06385296605
24;13;1510;de1;object relative;279.811511347099;1789.8115113471
24;14;1009;de1;subject relative;279.110516230388;1288.11051623039
24;15;1502;de1;object relative;278.796027656819;1780.79602765682
24;16;1765;de1;subject relative;285.841157489616;2050.84115748962
26;1;918;de1;object relative;285.923570050581;1203.92357005058
26;2;1238;de1;subject relative;285.928554634762;1523.92855463476
26;3;519;de1;object relative;287.862698240578;806.862698240578
26;4;856;de1;subject relative;282.376207446262;1138.37620744626
26;5;405;de1;object relative;284.934876884971;689.934876884971
26;6;973;de1;subject relative;277.841499981159;1250.84149998116
26;7;592;de1;object relative;284.526504912909;876.526504912909
26;8;1277;de1;subject relative;280.879826533207;1557.87982653321
26;9;507;de1;object relative;283.606138000953;790.606138000953
26;10;879;de1;subject relative;284.154537325644;1163.15453732564
26;11;272;de1;object relative;291.958157541853;563.958157541853
26;13;714;de1;object relative;277.978219436299;991.978219436299
26;14;1153;de1;subject relative;287.006426989044;1440.00642698904
26;15;622;de1;object relative;278.048258800533;900.048258800533
26;16;1154;de1;subject relative;277.242597906447;1431.24259790645
27;1;1295;de1;subject relative;277.662780550314;1572.66278055031
27;2;696;de1;object relative;289.402008920895;985.402008920895
27;3;964;de1;subject relative;271.542993406753;1235.54299340675
27;4;973;de1;subject relative;280.181046691252;1253.18104669125
27;5;381;de1;object relative;274.651473717783;655.651473717783
27;6;1036;de1;subject relative;272.219915901984;1308.21991590198
27;7;426;de1;object relative;285.540726240638;711.540726240638
27;8;1589;de1;object relative;287.148824602251;1876.14882460225
27;9;1481;de1;subject relative;273.95093103056;1754.95093103056
27;10;583;de1;object relative;276.531462509316;859.531462509316
27;11;1095;de1;subject relative;285.674053865185;1380.67405386518
27;13;1921;de1;subject relative;268.254836622414;2189.25483662241
